     1.001192280|8412182567||ll_cache_miss_rd|288645583120|100.00||
     2.601456320|7417734412||ll_cache_miss_rd|253101587920|100.00||
     4.193213080|7567533728||ll_cache_miss_rd|259895956360|100.00||
     5.833240000|7524313288||ll_cache_miss_rd|258078398320|100.00||
     7.429088000|7547063003||ll_cache_miss_rd|255132892680|100.00||
     9.025476840|7511441363||ll_cache_miss_rd|256754353840|100.00||
    10.645151840|7623301229||ll_cache_miss_rd|257782280520|100.00||
    12.229185560|7366432241||ll_cache_miss_rd|252223471040|100.00||
    13.849188800|7705493385||ll_cache_miss_rd|258919344320|100.00||
    15.401104880|7357203160||ll_cache_miss_rd|249266446200|100.00||
    16.993271280|7470855757||ll_cache_miss_rd|254649470920|100.00||
    18.573260680|7642507793||ll_cache_miss_rd|254068236320|100.00||
    20.197278280|7576019883||ll_cache_miss_rd|257525679320|100.00||
    21.773331840|7472348957||ll_cache_miss_rd|253146360680|100.00||
    23.369162720|7731309574||ll_cache_miss_rd|256712921680|100.00||
    24.981230640|7574867235||ll_cache_miss_rd|256377132800|100.00||
    26.565353600|7568917571||ll_cache_miss_rd|255555070200|100.00||
    28.153022320|7658487225||ll_cache_miss_rd|255310729560|100.00||
    29.797124640|7936430632||ll_cache_miss_rd|266165263040|100.00||
    31.465068680|7779582626||ll_cache_miss_rd|261801769640|100.00||
    33.061180120|7883118822||ll_cache_miss_rd|262456398480|100.00||
    34.741364200|7809383565||ll_cache_miss_rd|261100879320|100.00||
    36.337212120|7531316829||ll_cache_miss_rd|252819005760|100.00||
    37.873180720|7499422974||ll_cache_miss_rd|251125730720|100.00||
    39.537144400|7947545226||ll_cache_miss_rd|263161048200|100.00||
    41.149187920|7732970244||ll_cache_miss_rd|258870896640|100.00||
    42.757268000|7603284897||ll_cache_miss_rd|254709186280|100.00||
    44.313200840|7602495610||ll_cache_miss_rd|251374511880|100.00||
    45.917177880|7573157682||ll_cache_miss_rd|253293668040|100.00||
    47.457221440|7495877176||ll_cache_miss_rd|249141525200|100.00||
    49.073174840|7807184917||ll_cache_miss_rd|258113561640|100.00||
    50.677181680|7658602117||ll_cache_miss_rd|257048565600|100.00||
    52.265253920|7697055582||ll_cache_miss_rd|254651189760|100.00||
    53.881289440|7842646092||ll_cache_miss_rd|259485107200|100.00||
    55.485118200|7624367754||ll_cache_miss_rd|252864567160|100.00||
    57.057252400|7586334212||ll_cache_miss_rd|254514242960|100.00||
    58.677172040|7786858297||ll_cache_miss_rd|257659395840|100.00||
    60.265198920|7802159723||ll_cache_miss_rd|255401347280|100.00||
    61.897225240|7799843169||ll_cache_miss_rd|261612950560|100.00||
